procedure_id,service_siret,service_adresse,nb_groupe_instructeur,nb_instructeur,nb_expert
54585,11004601800013,"Bâtiment préfectoral Merlet 
31, rue Delille CS 70759
85 018 La Roche-sur-Yon Cedex ",28,11,0
54729,18004603900186,"291, boulevard Raspail 75014 Paris",1,13,0
55262,17800001400013,"51 rue de la République, 80020 Amiens Cedex 9",1,5,4
55314,,"25-27 rue Tolbiac, 75013 Paris",14,34,280
55906,,Préfecture de la Vienne - 7 place Aristide Briand - 86000 - POITIERS. ,1,7,0
55941,,Place de la préfecture 81013 Albi Cedex 09,1,13,2
56173,13000990500030,"19 Boulevard de Paixhans, 72000 LE MANS",1,3,47
56260,13001151300012,"Direction Départementale de la Protection des Populations
Hôtel des finances du Prado
Service Éducation Routière
22, Rue Borde
13285 MARSEILLE Cedex 08",1,5,0
57048,13000781800011,"DDT DES HAUTES-ALPES
3 place du Champsaur
05000 GAP",1,6,0
57110,15200001400091,Avenue de la porte de Sèvres Paris 75015 Parcelle Est Bâtiment 17 Porte 41,1,48,0
59620,13000708100016,"6, boulevard du général vanier 14000 Caen",1,3,5
60041,13001031700027,10 bd Gaston Doumergue - 44263 - Nantes,1,2,2
60227,11000201100044,"77, avenue de Ségur - 75007 Paris",1,4,6
60335,,"9, Chemin de la Cépette 
31 860 PINS JUSTARET",1,10,0
60418,,"9, Chemin de la Cépette 
31 860 PINS JUSTARET",1,10,0
60712,12004101700035,"95 avenue de France 
75013 PARIS",1,4,37
60754,,9 rue Gaëtan Rondeau 44958 NANTES cedex 9,1,3,0
60911,,05 avenue Jean-Casimir Périer 10400 NOGENT-SUR-SEINE,1,5,0
60914,17750151700011,1 bis rue de Lutèce - 75004 PARIS,1,8,3
61262,,9 rue Gaëtan Rondeau 44958 NANTES cedex 9,1,3,0
61322,11004601800013,"37 boulevard Henri Dunant
71000 Mâcon",1,9,0
62010,13000902000012,"10, Bd du Général Vanier 
14052 Caen cedex 04",1,6,0
62271,23130002100012,Marseille,1,21,0
62391,11000201100044,"37 Bd Henri Dunant 
71000 Mâcon",1,7,0
62869,17770001000016,"Préfecture de Seine-et-Marne
Service éducation et sécurité routières 
Bureau des professions réglementées
12 rue des Saints Pères
77010 Melun Cedex ",1,7,0
63100,13000801400149,"13 rue du Landy
93200 Saint-Denis",1,6,0
63173,,2 rue de la préfecture préfet Claude Erignac - 0900 FOIX,1,9,0
63278,13000672900029,"5 Pl. Jules Ferry, 69006 Lyon ",1,3,35
63477,17850001300010,29 rue Delille - 85922 La Roche-sur-Yon cedex 9,3,13,0
64418,11004601800013,"182 Rue Saint-Honoré, 75001 Paris",18,110,2
64532,17370001400017,"Préfecture d'Indre-et-Loire
37925 TOURS Cedex 9",1,2,0
64823,,"Préfecture - Place Saint-Etienne 31038 Toulouse
Sous-préfecture de Muret - 10 Allée Niel 31600 Muret
Sous-préfecture de Saint-Gaudens - 2 Avenue Général Leclerc 31800 Saint-Gaudens",1,66,36
65040,13001920100016,"Hôtel de Cassini
32 rue de Babylone
75700 Paris SP 07",1,5,0
65654,17010001000017,45 avenue Alsace Lorraine - CS80400 - 01012 BOURG EN BRESSE CEDEX,1,16,23
66439,13002731100013,10 avenue Feuchères 30000 NIMES,1,6,0
66559,17070001700016,"Privas : 4 Bd de Vernon - 07000 Privas - pref-collectivites-locales@ardeche.gouv.fr
Largentière : 23 Rue Camille Vielfaure - 07110 Largentière - sp-largentiere@ardeche.gouv.fr
Tournon/Rhône : 3 Rue Boissy d'Anglas - 07300 Tournon/Rhône - pref-detr-tournon@ardeche.gouv.fr",1,18,37
67168,,05 avenue Jean-Casimir Périer 10400 NOGENT-SUR-SEINE,1,5,0
67524,17520001300019,"89 rue Victoire de la Marne
CS 42011
52011 CHAUMONT CEDEX",1,15,36
68087,17330430400012,"30 cours de Luze
33060 Bordeaux Cedex",1,9,63
68128,,"MDS service SLISL / 40 rue Gaillard 62100 Calais
Sous-Préfecture Bureau Cohésion Sociale / 9 Esplanade Jacques Vendroux 62100 Calais",1,10,9
68136,,"MDS service SLISL / 40 rue Gaillard 62100 Calais
Sous-Préfecture Bureau Cohésion Sociale / 9 Esplanade Jacques Vendroux 62100 Calais",1,11,3
69079,13000250400038,86 rue Regnault - 75013 PARIS,1,14,330
71448,17510001500023,"Sous-préfecture de Reims
Service réglementations et sécurités
Place Royale BP 2514
51 071 REIMS CEDEX ",1,5,3
71523,13002526500013,"20 avenue de Ségur, Paris ",1,1,0
71854,17490431800014,"15 bis rue Dupetit Thouars, CS 94710 - 49047 Angers Cedex 01",1,13,1
71910,13002916800015,"21, rue Madeleine Vionnet

93 300 Aubervilliers",1,6,1
71973,12002301500031,"11 rue des deux communes, 93558 Montreuil",31,217,0
73681,13000902000012,10 boulevard Général Vanier - CS 75224 - 14052 CAEN Cedex 4,1,3,0
74824,19720033000029,"28, rue des Grandes Courbes
72100 LE MANS",1,1,0
75095,22930008201453,"2 Promenade Jean Rostand, 93000 Bobigny",1,6,0
76033,17930001700011,2 rue Catulienne 93100 Saint Denis,1,15,0
76139,13002832700018,"Direction départementale de l'emploi, du travail et des solidarités
615, boulevard d'Antigone 
CS 19002
34064 MONTPELLIER cedex 02",1,2,0
76933,20004057400010,"1277 route des Crêtes, 69480 ANSE",1,2,0
77024,13000662000012,Cité Administrative de La Part Dieu 165 Rue Garibaldi CS83858 69401 LYON CEDEX 03,1,2,0
77115,19750647000016,Lycée TURGOT 69 rue de Turbigo 75003 PARIS,1,4,0
77596,13001025900021,"1, rue du Parlement, 51000, Châlons-en-Champagne",1,2,0
77716,17770001000016,12 rue des Saints Pères 77000 Melun cedex,1,6,0
78292,78183171400014,"Cette démarche est instruite par l’OMEDIT Nouvelle-Aquitaine Guadeloupe, structure d’appui de l’ARS Nouvelle-Aquitaine, Espace Rodesse, 103 rue Belleville, Bordeaux",13,20,0
78390,17920431800010,"167-177, avenue Joliot-Curie	
92013 NANTERRE cedex",1,4,0
78746,13000717200039,"697, avenue Etienne Mehul - CA Croix d'argent - CS90077 - 34078 Montpellier cedex 3",2,8,0
79020,13000815400010,"Cité administrative, 2 rue Saint Sever, BP76001, 76032 ROUEN Cedex",1,3,0
79498,11000201100044,"23, Rue Bourgmayer
CS90410
01012 BOURG EN BRESSE CEDEX",1,5,0
79977,13000901200167,"5 voie Gisèle Halimi Cité administrative VIOTTE, 
BP 31269, 
25005 Besançon",1,4,0
80507,17080001500019,"1, place de la préfecture - B.P. 60002 08005 Charleville-Mézières cedex",1,10,4
80621,17190001200039,1 rue Souham 19000 Tulle,3,14,4
80813,17310001700016,"1,Place St Etienne
31038 Toulouse",1,2,0
82886,11004601800013,13 bis rue Saint-Ouen - 14052 CAEN,1,30,38
82889,12000015300029,"14 Avenue Duquesne, 75007, Paris.",18,327,61
83966,17974430500014,"24 AV GEORGES BRASSENS 
97702 ST DENIS 
CEDEX 9",1,9,3
84403,18750009500166,12 rue de l'industrie 92400 Courbevoie,1,10,0
84506,83756887200019,"14 voie Bossuet 
62000 Arras",1,12,0
84639,17500001700012,"Préfecture de la Manche
Place de la préfecture - BP 70522
50002 Saint-Lô",1,3,0
84644,18004603900186,291 bld Raspail 75016,1,5,0
85728,17120001700019,"CS73114
12031 RODEZ CEDEX 9",3,5,7
86173,17240001200016,"2 Rue Paul Louis Courier 
24024 PERIGUEUX CEDEX",1,4,0
86388,17910001100016,"Boulevard de France
91000 Évry-Courcouronnes",1,5,0
87181,13001098600011,43 boulevard duroselle - 16016 angoulême cedex,1,4,0
87382,17500001700012,"Préfecture de la Manche
Place de la préfecture - BP 70522
50002 Saint-Lô",1,2,0
87836,17610001400016,"39 rue Saint-Blaise
61018 ALENÇON CEDEX",1,4,0
88162,13000662000012,"DRAAF Auvergne-Rhône-Alpes
SRFD - Certiphyto
Site de Marmilhat
16 B rue Aimé Rudel
BP 45
63370 LEMPDES",1,2,0
88412,13000786700109,ARS Délégation 87 - Limoges,1,19,0
88463,13000928500011,1 Bd Jules Guesde 10000 Troyes,1,2,0
88774,17170001600016,"38 rue Réaumur
17017 La Rochelle cedex 01",1,1,1
89575,11006801200050,"Tour Séquoïa
92 055 La Défense Cedex",43,139,31
89643,13000662000020,"DRAAF Auvergne-Rhône-Alpes
16B rue Aymé RUDEL
BP 45
63370 LEMPDES",1,4,0
89651,17750152500824,"36, rue du Bastion 75017 Paris",1,2,0
89764,13002916800015,"19-21 rue Madeleine Vionnet 
93300 AUBERVILLIERS",1,4,4
89893,17540430000014,"9 Rue des Brice Rond-Point Marguerite de Lorraine, 54035 Nancy",1,11,0
90282,19753471200017,40 rue des jeuneurs 75002,1,17,0
90890,17440430100015,"Cité administrative Travot
BP777
85020 LA ROCHE SUR YON CEDEX",1,35,8
91197,17930001700011,1 esplanade Jean Moulin 93000 Bobigny,1,5,0
91495,13001085300013,"DDT60 – Service Eau Environnement Forêt (SEEF)
40 rue Jean Racine BP 317
60021 BEAUVAIS CEDEX",1,5,0
92021,35600082800018,adresse,18,227,0
92978,20006804700014,"RD Creil, ZI du Marais Sec, rue du Pont de la Brèche Sud, 60870 VILLERS-SAINT-PAUL",1,3,0
93183,19670087600010,Lycée Alexandre Dumas - 2 rue eugénie Brazier 67404 Illkirch cedex,1,12,2
93431,11000201100044,"SRIAS NOUVELLE AQUITAINE
4 B Esplanade Charles de Gaulle
33000 BORDEAUX",1,3,0
93516,17500001700012,"Préfecture de la Manche
Place de la préfecture - BP 70522
50002 Saint-Lô",1,3,0
94621,19910755800025,42 Bis Rue Charles MORY - 91210 DRAVEIL,1,2,0
94637,17110431800182,"67, rue Antoine Marty
CS 40084
11000 CARCASSONNE  ",1,5,3
94803,35600082800018,"LEGTA-TOULOUSE | EPLEFPA-TOULOUSE
BP 72647 2, route de Narbonne - Auzeville
 31326 CASTANET TOLOSAN cedex",1,8,0
95052,19911946200018,"1 place Léonard de Vinci
91240 St Michel s/o",1,3,0
95304,13002957200026,"190 AVENUE DU PERE SOULAS, 34090 MONTPELLIER",1,24,0
95377,13002957200026,"190 AVENUE DU PERE SOULAS, 34090 MONTPELLIER",1,24,0
95415,19910631100012,"51 avenue du Général de Gaulle,
91260 Juvisy-sur-Orge",1,2,0
95500,17330431200411,"DSDEN de la Gironde
DIVEL 1
30, cours de Luze
33060 BORDEAUX",1,13,8
95582,19920802600021,21 rue du Dr Ledermann - 92310 Sèvres,1,1,0
95652,17570431100018,"1, rue wilson 57000 Metz",1,29,25
95746,11001001400014,"13 Place Vendôme, 75042 Paris cedex 01",1,12,0
96273,13001098600011,43 boulevard duroselle - 16016 angoulême cedex,1,4,0
96274,13000867500188,"1, allée du général Le Troadec
BP 520
56019 VANNES CEDEX",1,4,1
96303,19440021400012,"1 rue Georges Clemenceau, BP 74205, 44042 Nantes Cedex 1",1,1,0
96363,11000201100044,"Base Aérienne 705
RD 910 - 37076 Tours Cedex 2",1,8,0
96675,19920145000012,"3 Av. du Président Franklin Roosevelt, 92330 Sceaux",1,3,0
97028,17750151700987,"Brigade de Sapeurs-Pompiers de Paris
Bureau Opérations Préparation Opérationnelle
Groupe Rapports
1 place Jules Renard
75017 Paris",1,6,0
97031,19920798600019,6 rue Georges Langrognet 92190 Meudon,1,2,0
97122,19750680100012,"4, place de la Nation 75012 Paris",1,5,0
97143,13000474000010,"25 Avenue Loti, immeuble Vehiarii
BP 1632 - 98713 Papeete ",1,5,3
97164,19060029600015,"2 Avenue Paul Arène, 06000 Nice",1,8,0
97542,19060029600015,"2 Avenue Paul Arène, 06000 Nice",1,10,0
97823,17750151700011,"Préfecture de Police, 9 bd du Palais, 75195 PARIS cedex 4",11,6,0
99281,13001233900011,"288 AVENUE GEORGES CLEMENCEAU, BP 596, 77005 MELUN CEDEX",1,3,0
99583,11000201100044,75,1,4,1
99688,13000495500303,139 rue de Bercy 75012 Paris,1,25,0
99735,17770001000016,12 rue des Saints Pères 77000 Melun cedex,1,7,0
101001,13000936800015,"23, Rue Bourgmayer
CS90410
01012 BOURG EN BRESSE CEDEX",1,5,0
101044,35600082800018,"SRIAS Occitanie (SGAR),
Préfecture de région
1 Place St Etienne
31038 TOULOUSE cedex09
",1,3,0
101469,17330430400012,"5, rue Joseph de Carayon-Latour

33000 Bordeaux 
",1,16,0
235,13002932500573,"Ponant 2
27-29, rue Leblanc - 75015 Paris ",1,37,13
581,13002932500573,Ponant 2 - 27/29 rue Leblanc 75015 PARIS Cedex 15,1,38,23
9471,,3 Rue des Alliés 38000 GRENOBLE ,1,3,0
10470,77565333000032,"20 Avenue Jean-Jaurès
73000 Chambéry",1,3,0
10578,53417248100010,"32 rue Louis Gain
49927 ANGERS Cedex 9",1,14,0
12326,78184748800058,Rue du docteur Gabriel Pery 33078 Bordeaux Cedex,1,6,0
12837,,"Tour Sequoia
1, place Carpeaux
La Défense 6
92055 La Défense CEDEX",1,389,11
13374,38120228200012,"2 voie Felix Eboue
94033 Créteil Cedex",1,10,0
13436,77571079100077,"9 boulevard Maignan Larivière
80022 Amiens CEDEX 9",1,9,0
14404,78086029200017,"63 Bd Amiral Gauchet, 50 300 Avranches",1,2,0
14697,31456082200194,"Parc d'Activités La providence
ZAC de Dothémare
97139 LES ABYMES",1,7,0
15326,78145959900028,"51, route de Cherveux
79000 NIORT",1,5,0
15405,77674400500013,"31 rue de la Barrière 
TSA 90030
12030 RODEZ CEDEX",1,2,0
15548,78633887100027,"178 Avenue Bollée
72000 Le Mans ",1,2,0
16169,77555564200047,"18 avenue des berges de l'Aude
11872 CARCASSONNE CEDEX 9",1,2,0
16372,77895384400017,"26 AVENUE ROBERT SCHUMAN
68100 MULHOUSE",1,4,0
16539,,"12 rue Strolz
90009 BELFORT CEDEX",1,4,0
18697,13000793300018,"Le Diapason - 2, Place des Savoirs 
 CS 73535 - 21035 Dijon cedex",1,5,0
20177,18003611300017,"143/147, boulevard Anatole France
93285 SAINT-DENIS CEDEX",1,7,0
21151,22920050600611,Hôtel du Département Arena - 57 rue des longues raies - 92 000 Nanterre,1,26,1
22055,,"5, rue Eugène-Berrurier
78 700 Conflans-Sainte-Honorine",1,11,0
22458,,"29 chemin de la Pierre Blanche, 69800 SAINT PRIEST",1,8,0
22677,21590205700011,"Hôtel de Ville
16, rue Paul Bert
59124 Escaudain",1,5,0
28825,,"7, Place de la Madeleine - 76036 ROUEN cedex ",1,3,24
30226,17140001300040,"Préfecture du Calvados
Bureau du séjour /étudiants
Rue Daniel Huet
14038 CAEN Cedex 09",1,35,5
30945,13002920000016,112 rue de la République - 97488 SAINT DENIS Cedex,1,17,1
37164,,"51, rue de la République – CS 42001 – 80020 Amiens Cedex 9",1,2,0
37820,,"rue Ferdinand buisson
62000 ARRAS",1,16,1
39387,19530011600017,"7, rue des archives, 53000 LAVAL",1,4,0
40976,13002343500022,21/23 rue des Ardennes - 75019 PARIS,1,6,5
41893,13001085300013,"DDT OISE
Bureau Education Routière
2 bd Amyot d'Inville
60000 BEAUVAIS",1,2,0
42143,,"35 rue de la gare
75019 Paris",1,5,3
42374,28170025200097,Avenue Eric Tabarly - ZI des 4 Chevaliers - 17180 PERIGNY,1,18,25
43250,13002743600018,"7 Place de la Madeleine
CS16036
76036 ROUEN CEDEX
",1,2,0
45978,13000856800060,"Bâtiment Ozone
181 place Ernest Granier - CS 60 556
34 064 Montpellier cedex 02",1,6,0
47041,18002002600019,"72 avenue Pierre Mendès-France, 75013, Paris",1,17,6
47354,20006804700014,"24, rue de la Villageoise - CS 40081
60106 CREIL cedex",1,5,0
48484,13002950700014,"Académie de Paris : enseignementsuperieur.prive@ac-paris.fr 01 40 46 22 07 ou 01 40 46 21 73 
Académie de Créteil : ce.des@ac-creteil.fr 01 57 02 64 72
Académie de Versailles : ce.desr@ac-versailles.fr 01 30 83 44 61",3,13,0
49342,,"Préfecture - Place Saint-Etienne 31038 Toulouse
Sous-préfecture de Muret - 10 Allée Niel 31600 Muret
Sous-préfecture de Saint-Gaudens - 2 Avenue Général Leclerc 31800 Saint-Gaudens",1,54,50
49409,,"
24 boulevard des Alliés - CS 50389- 70014 Vesoul Cedex",1,3,0
49967,19421095100423,"10 rue Tréfilerie
42023 Saint-Etienne CEDEX 2",1,11,0
50023,17670001100016,"5 Place de la République 
67073 STRASBOURG CEDEX",1,4,0
50400,13002734500011,"Cité administrative 2, rue Jules Ferry, 33000 BORDEAUX",1,4,1
50869,13002919200015,60 avenue Daniel Simonnot CS10452 51038 CHALONS EN CHAMPAGNE,1,1,1
51068,13002526500013,"20, avenue de Ségur 
75007 Paris",1,5,4
52844,11001401600015,40 Avenue des Terroirs de France 75012 Paris ,1,5,0
53184,11006801200050,Coordonnées directes des services instructeurs sur le site : http://www.fluvial.developpement-durable.gouv.fr/liste-et-coordonnees-des-services-instructeurs-a29.html,7,51,0
54242,13002916800015,"21 rue Madeleine Vionnet
93300 AUBERVILLIERS",3,11,207
54356,,"13 rue du Landy 
93200 Saint-Denis",1,111,0
55069,17060001900013,"147, bd du Mercantour 06286 NICE Cedex 3",1,3,0
55153,,Citée Administrative Boulevard TOURASSE 64032 PAU Cedex,1,4,0
55905,00000000000000,"40 rue du Bourg
55000 BAR-LE-DUC",1,2,0
55949,13002745100017,"1 rue Jean Houdon 
78010 Versailles Cedex",1,4,0
56663,13002526500013,110 rue Marco Polo - 31670 Labège,1,15,9
56958,13002734500011,"Cité administrative 2, rue Jules Ferry, 33000 BORDEAUX",1,3,0
59614,,"9, Chemin de la Cépette 
31 860 PINS JUSTARET",1,10,0
61924,13002734500011,"Cité administrative 2, rue Jules Ferry, 33000 BORDEAUX",1,3,0
62448,13001036600016,92 boulevard Gambetta 62200 BOULOGNE-SUR-MER,1,5,7
63168,32391414300132,93-95 avenue du Général de Gaulle - 94000 CRETEIL,1,9,0
64011,13000713100019,"15 rue Arthur Ranc 
CS 40537
86020 POITIERS CEDEX",1,7,0
65385,20006875700018,1 avenue Dutac 88000 EPINAL,1,4,0
65527,18751275100020,rue d'Oradour-sur-Glane 75015 Paris,1,48,0
65605,17500001700012,place de la Préfecture 50000 SAINT-L¨Ô,1,4,5
65852,17540001900014,"6, rue Sainte-Catherine
54000 Nancy",1,40,4
65878,18003611300017,"ANSM - Site de Saint Denis
143/147, boulevard Anatole France
93285 SAINT-DENIS CEDEX ",1,3,0
66595,17540001900014,"1, rue du Préfet Claude Érignac
CS 60031
54038 NANCY Cedex",4,19,31
66803,22800001400016,"43 rue de la république CS 32615 
80026 Amiens cedex 1",1,6,32
67208,18004603900186,291 Bld Raspail 75014,1,2,0
67525,17310001700016,"1, place Saint-Étienne
31038 TOULOUSE CEDEX 9",1,1,0
67747,17330001300013,"2 esplanade Charles de Gaulle 
CS 41397
33077 Bordeaux cedex",6,24,11
68240,13000783400075,"3 Bd Joffre, 54000 Nancy",1,4,0
68286,17300001900013,"10 avenue Feuchères
30 00 Nîmes",1,6,1
68955,13002734500011,"Cité administrative 2, rue Jules Ferry, 33000 BORDEAUX",1,4,0
69182,,"291 bld Raspail, 75014 Paris",1,7,0
69265,12008701000068,TOUR SEQUIOA 1 PLACE CARPEAUX 92800 PUTEAUX,96,1343,95
69278,12000018700027,TOUR SEQUIOA 1 PL CARPEAUX 92055 PARIS LA DEFENSE CEDEX,108,1961,252
69281,12006805100032,TOUR SEQUIOA 1 PL CARPEAUX 92055 PARIS LA DEFENSE CEDEX,108,1728,64
69318,17750151700011,"12-14 quai de Gesvres, 75004 Paris.",1,9,0
73338,17130431400015,28 bd Charles Nédélec 13001 Marseille,1,4,10
74961,13002932500516,"12-14 rue des Archives
94000 CRETEIL",1,5,2
74964,17510001500015,"1 rue de Jessaint
51000 CHALONS EN CHAMPAGNE",1,4,0
75050,13001072100020,"2, rue Pierre Bonnard - 64 000 PAU",1,1,9
76964,17440430100015,"4 CHEMIN DE LA HOUSSINIERE
44326 NANTES CEDEX 3",1,5,0
77667,13002734500011,"Cité administrative 2, rue Jules Ferry, 33000 BORDEAUX",1,3,0
78005,17350430900019," Rectorat 96, rue d'Antrain - CS 10503 - 35705 RENNES Cedex 7 ",1,11,0
78278,17780430900199,"Rectorat de Versailles
3, boulevard de Lesseps
78017 Versailles Cedex",1,28,0
79271,17750151700011,1 rue de Lutèce  75004 PARIS,1,38,0
79537,13000672900029,"5 place Jules Ferry
69006 LYON",1,4,0
79581,35600082800018,La citadelle 146 allée du bastion de la Reine 62 026 Arras Cedex,1,3,0
80542,17070001700016,"Boulevard de Vernon
07000 PRIVAS",1,3,0
80821,19202090700015,"Quai des Martyrs de la Libération
20200 Bastia",1,3,0
80824,13002734500011,"Cité administrative 2, rue Jules Ferry, 33000 BORDEAUX",1,2,0
81750,17590001800011,"12, rue Jean sans Peur
CS 20003
59039 Lille Cedex",6,43,9
82080,13002870700011,Rue colonel Colonna d'Ornano 20000 AJACCIO,1,6,0
82142,19920158300010,"87 Boulevard National
92250 La Garenne-Colombes",1,4,0
83414,13000801400149,"ARS ile de france 
13 rue du Landy 
93210 Saint Denis ",9,83,5
83735,,6 rue Sainte Catherine 54000 NANCY,1,3,0
84155,19921592200014,"Lycée Les Côtes de Villebon
3 rue Henri Etlin
92360 Meudon La Forêt",1,7,0
84443,19332239300011,"10 rue des Frères Bonie, 33000 BORDEAUX",1,6,0
85451,17340001100016,"34 place des Martyrs de la Résistance
34000 MONTPELLIER",1,3,0
86100,13002916800015,"19-21 rue Madeleine Vionnet
93300 AUBERVILLIERS",8,82,74
86135,13002734500011,"Cité administrative 2, rue Jules Ferry, 33000 BORDEAUX",1,3,0
86354,17620001200019,"Rue Ferdinand Buisson
62020 ARRAS CEDEX 9",1,18,1
87676,13000936800015,"23, Rue Bourgmayer
CS90410
01012 BOURG EN BRESSE CEDEX",1,5,0
87916,18000608200713,"16, rue Othman Kaak 2078 La Marsa",7,10,0
88627,13001920100016,32 rue de babylone 75007 PARIS,1,4,0
88758,17780431700713,"19 avenue du Centre
78280 GUYANCOURT",1,16,9
89574,11006801200050,"Tour Séquoïa
92 055 La Défense Cedex",43,119,15
90292,19753471200017,40 rue des jeuneurs 75002,1,16,0
90379,13000936800015,"23, Rue Bourgmayer
CS90410
01012 BOURG EN BRESSE CEDEX",1,5,9
90795,19920132800010,"131 rue Pierre Joigneaux
92270 Bois Colombes",1,4,0
92496,17310430800494,"75 RUE ST ROCH
31400 TOULOUSE",1,13,0
92534,13002734500011,"Cité administrative 2, rue Jules Ferry, 33000 BORDEAUX",1,3,0
93296,19750664500013,20 rue du Rocher 75008 Paris,1,1,0
94783,19920135100012,"35, rue des prés-hauts 92290 CHATENAY-MALABRY",1,1,0
96118,17440430100015,"Division de l'Enseignement Privé
Rectorat de Nantes
8 rue du Général Margueritte
BP 72616
44326 NANTES Cedex 3",42,43,140
96542,19750704900017,145 boulevard Malesherbes 75017 PARIS,1,3,0
96653,19782549000018,"5 Avenue du Général Leclerc
78120 Rambouillet",1,7,0
97162,19060029600015,"2 Avenue Paul Arène, 06000 Nice",1,8,0
98544,19782587000011,"1 route de Septeuil, 78640 Villiers-Saint-Frédéric",1,2,0
98594,17330430400012,"5, rue Joseph de Carayon-Latour
CS 81499
33060 BORDEAUX Cedex",1,3,0
98614,13002734500011,Cité administrative - rue Jules Ferry - 33000 BORDEAUX,1,3,0
99461,19692448400021,"3 rue Pierre de Coubertin
69380 Chazay d'Azergues",1,2,0
99737,13002767500011,PLACE MICHEL DEBRE 49100 ANGERS,1,4,0
100366,11001401600015,"Rue de la Charité 
77210 AVON",1,5,0
102138,17920001900018, 167-177 avenue Joliot Curie - 92000 Nanterre,1,3,0
5831,22140118500014,"23 boulevard Bertrand 
14000 CAEN",1,5,98
10049,77555836400060,215 ch de Gibbes 13014 Marseille,1,12,0
10292,13000859200011,22 à 26 Avenue Dutac 88026 EPINAL CEDEX,1,2,0
12184,,"207 Rue Fontainebleau
40 023 MONT DE MARSAN CEDEX",1,3,0
12195,,"24, rue de la Villageoise - CS 40081
60106 CREIL cedex",1,9,1
12410,,"112, rue du Docteur Henri Ey 66019 PERPIGNAN CEDEX",1,6,0
12768,,"24, rue de la Villageoise - CS 40081
60106 CREIL cedex",1,8,2
12943,,"2 Rue Jules Ferry
CS 90729
60012 BEAUVAIS Cedex",1,3,0
14550,,15 avenue Pasteur 10000 TROYES,1,4,0
14636,,"177 rue de Paris
71024 MACON Cedex 9",1,3,0
15758,38105099600010,Pour nous contacter veuillez utiliser : contactmoncomptepartenaire@caf92.caf.fr,1,6,0
15939,31712263800024,"4 boulevard Pontiffroy
57774 Metz, France",1,2,0
16359,78080801000018,"11 Allée des Soupirs
27026 EVREUX CEDEX",1,10,0
16473,,"412 rue Fleur de Jade
97438 SAINTE-MARIE",1,6,0
17918,77561399500015,11 quai Paul Boudet 53088 LAVAL cedex09,1,4,0
20163,13000807100123,"241 RUE GARIBALDI 
CS 93383
69418 LYON CEDEX 03
",1,5,2
20483,13001036600016,"100 avenue Winston Churchill
CS 10 007
62 022 ARRAS Cedex",1,12,0
24601,21380140000010,"1 Place de la Mairie
38920 CROLLES",1,8,0
26797,,"Site Mangin
89 rue des Cordeliers - CS 80000
17018 LA ROCHELLE Cédex 1",1,3,0
33111,19940608300014,7 avenue du Général de Gaulle 94700 Maisons-Alfort,1,1,0
33776,32025248901075,27 AVENUE DU GENERAL LECLERC 94700 MAISONS ALFORT,1,135,183
35565,11004601800013,"182 rue Saint Honoré, 75001 Paris",1,10,0
36497,13000803000012,"rue des archives, Bisdary   97113 GOURBEYRE",1,14,0
39412,17430001200013,6 avenue du Général de Gaulle 43000 LE Puy-en-Velay,1,2,0
41385,,"12 rue du Val d'Osne
94410 Saint Maurice",1,6,0
42750,13002932500573,"27-29 Rue Leblanc
75 016 Paris",1,7,83
44373,,"28, chemin des Baries
33410 CADILLAC",1,5,0
44431,,"28, chemin des Baries
33410 CADILLAC",1,5,0
44473,,"28, chemin des Baries
33410 CADILLAC",1,5,0
45379,11006801200050,"1 place Carpeaux, 92800 Puteaux",13,13,0
45986,13000807100123,"CS 93383
69418 LYON CEDEX 03",12,26,16
46807,13001184400011,"95, avenue de France - 75013- Paris",18,89,1
49145,11002001300097,"98-102 RUE DE RICHELIEU
75002 PARIS",1,6,0
51968,17750151700011,"12-14 quai de Gesvres, 75004 Paris 

En cas de difficultés pour effectuer cette démarche en ligne, vous pouvez vous rendre au 12-14 quai de Gesvres, 75004 Paris du lundi au vendredi de 8h30 à 17h00 ou prendre rendez-vous grâce au lien suivant : https://www.smartagenda.fr/pro/prefecture-de-police-dtpp-stru/rendez-vous/",1,10,1
51983,13000904600017,"95, Boulevard Carnot, 59000 Lille",1,26,27
52039,17440431900769,8 rue du Général Margueritte 44326 NANTES cedex 3,1,6,0
52824,,"46, rue Mazagran 53015 Laval Cedex",1,9,0
53852,,18 rue de Bonnel 69003 LYON,1,7,3
53929,17750000600024,"5 rue leblanc, 75015 PARIS",1,8,5
54410,17870001900015,"Préfecture de la Haute-Vienne
1, rue de la Préfecture
87031 Limoges cedex",1,5,0
55147,,"Agence de Services et de Paiement, DR Grand Est, Site Chalons en Champagne, 2 rue du Gantelet, 51000, CHALONS-EN-CHAMPAGNE",1,19,0
55435,13000717200013,"2 Rte de Narbonne, 31320 Castanet-Tolosan",23,63,0
55922,11006801200050,Coordonnées directes des services instructeurs sur le site : http://www.fluvial.developpement-durable.gouv.fr/liste-et-coordonnees-des-services-instructeurs-a29.html,7,52,0
56462,13002935800012,15 avenue de Cucillé CS 90000 35919 RENNES Cedex 9,1,25,70
58033,17590001800011,"12-14 rue Jean sans Peur
CS20003
59039 LILLE Cedex",1,6,5
62006,17430001200013,"6 avenue du Général de Gaulle, CS 40321, 43009 le Puy en Velay cedex",1,5,0
62317,11006801200050,Ministère de la Transition Ecologique - DGEC 92055 La Défense cedex,1,23,43
62817,18751275100020,rue d'Oradour-sur-Glane 75015 Paris,1,37,0
